trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
512,False,"{'a': 0.65, 'e': 0.005823976768663671}",20,7,20.495044982992855,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.65, 'e': 0.0057657370009770335}",25,0,38.07976671387387,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
514,False,"{'a': 0.65, 'e': 0.005708079630967263}",25,11,26.34736994163516,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.65, 'e': 0.00565099883465759}",20,12,14.733696285680923,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.65, 'e': 0.005594488846311015}",20,4,29.071635342066735,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.65, 'e': 0.005538543957847904}",30,12,30.285541543290396,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.65, 'e': 0.005483158518269426}",20,11,16.81546403464879,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.65, 'e': 0.005428326933086731}",30,10,36.67578772711274,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.65, 'e': 0.005374043663755864}",20,12,13.124184209330396,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.65, 'e': 0.005320303227118305}",25,15,21.525813820470614,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.65, 'e': 0.005267100194847122}",20,16,7.92404860324229,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.65, 'e': 0.005214429192898651}",25,12,26.194629720509507,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.65, 'e': 0.005162284900969664}",25,3,33.07264848111258,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.65, 'e': 0.005110662051959968}",20,13,12.077141830178682,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.65, 'e': 0.005059555431440368}",20,12,13.143304712001855,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.65, 'e': 0.005008959877125964}",30,19,20.247230257544153,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.65, 'e': 0.0049588702783547045}",30,12,29.891976164415357,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.65, 'e': 0.004909281575571157}",25,15,16.97069931652646,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.65, 'e': 0.0048601887598154455}",35,12,47.63340339828507,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.65, 'e': 0.004811586872217291}",35,24,20.456370322220923,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.65, 'e': 0.004763471003495118}",20,13,12.866156555981695,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.65, 'e': 0.004715836293460167}",30,13,33.17159434378153,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.65, 'e': 0.004668677930525565}",25,14,21.51310638152241,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.65, 'e': 0.0046219911512203095}",20,14,11.736487917267539,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.65, 'e': 0.004575771239708106}",20,16,8.379856794456263,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.65, 'e': 0.004530013527311025}",20,12,13.62233629792878,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.65, 'e': 0.004484713392037915}",25,11,28.460340112816528,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.65, 'e': 0.004439866258117536}",30,17,24.634182941823646,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.65, 'e': 0.004395467595536361}",20,9,17.796954626025066,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.65, 'e': 0.0043515129195809965}",30,16,27.47843453212587,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.65, 'e': 0.004307997790385187}",20,11,19.661795757270056,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.65, 'e': 0.004264917812481335}",20,12,15.935881057494976,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.65, 'e': 0.004222268634356522}",20,12,12.495582991215842,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.65, 'e': 0.004180045948012957}",25,16,4.2800180887116435,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
546,False,"{'a': 0.65, 'e': 0.004138245488532827}",25,8,24.61364462814887,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.65, 'e': 0.004096863033647498}",25,20,9.882066665490614,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.65, 'e': 0.0040558944033110235}",25,15,18.34466100992161,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.65, 'e': 0.004015335459277913}",25,14,17.654112383482595,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.65, 'e': 0.003975182104685134}",25,13,20.529624702549963,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.65, 'e': 0.003935430283638282}",25,0,32.31108994945441,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
552,False,"{'a': 0.65, 'e': 0.0038960759808018995}",25,11,29.886649912508876,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.65, 'e': 0.0038571152209938807}",20,13,14.667541594092889,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.65, 'e': 0.0038185440687839418}",25,0,34.35674355336095,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
555,False,"{'a': 0.65, 'e': 0.003780358628096102}",25,16,15.435777196497353,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.65, 'e': 0.0037425550418151415}",20,9,23.15265915063161,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.65, 'e': 0.0037051294913969897}",25,20,8.514777469418526,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.65, 'e': 0.00366807819648302}",20,0,31.456953090279114,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
559,False,"{'a': 0.65, 'e': 0.0036313974145181895}",20,0,38.88050127187552,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
560,False,"{'a': 0.65, 'e': 0.003595083440373008}",20,12,14.808166751392223,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.65, 'e': 0.003559132605969278}",30,19,21.880635222816586,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.65, 'e': 0.003523541279909585}",20,7,28.05579388492029,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.65, 'e': 0.003488305867110489}",20,16,6.5074975730306885,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.65, 'e': 0.003453422808439384}",30,13,32.54145066654388,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.65, 'e': 0.0034188885803549903}",25,15,19.1851851855907,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.65, 'e': 0.0033846996945514404}",20,11,16.584665914431316,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.65, 'e': 0.003350852697605926}",20,11,18.706250856599883,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.65, 'e': 0.0033173441706298664}",30,16,26.836116440834207,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.65, 'e': 0.0032841707289235677}",20,9,21.89593231364952,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.65, 'e': 0.003251329021634332}",25,20,11.096022565498178,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.65, 'e': 0.0032188157314179885}",30,20,19.79778894665483,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.65, 'e': 0.003186627574103809}",25,14,21.558173222459818,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.65, 'e': 0.0031547612983627705}",25,18,12.285732744280867,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.65, 'e': 0.003123213685379143}",25,15,17.5245341152392,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.65, 'e': 0.0030919815485253516}",25,16,19.958450165917913,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.65, 'e': 0.003061061733040098}",20,10,15.961769109280613,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.65, 'e': 0.003030451115709697}",20,7,21.01324004840341,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.65, 'e': 0.0030001466045526}",20,10,21.271503054730708,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.65, 'e': 0.002970145138507074}",20,15,11.253390160138421,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.65, 'e': 0.002940443687122003}",20,7,25.551784368523737,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.65, 'e': 0.002911039250250783}",20,9,20.064273405792797,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.65, 'e': 0.0028819288577482754}",20,10,17.577521644212144,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.65, 'e': 0.0028531095691707925}",25,6,32.0154557372501,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.65, 'e': 0.0028245784734790844}",35,19,30.801215416148292,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.65, 'e': 0.0027963326887442937}",30,23,12.58873864260529,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.65, 'e': 0.0027683693618568506}",25,7,31.188440096838093,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.65, 'e': 0.002740685668238282}",25,10,24.79559845330244,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.65, 'e': 0.0027132788115558993}",25,16,14.263712409423961,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.65, 'e': 0.0026861460234403403}",20,0,28.66601428793232,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
590,False,"{'a': 0.65, 'e': 0.002659284563205937}",20,0,24.68082002862551,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
591,False,"{'a': 0.65, 'e': 0.0026326917175738774}",35,18,28.4330510881522,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.65, 'e': 0.0026063648003981387}",25,16,18.46406934150626,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.65, 'e': 0.0025803011523941573}",20,1,31.75639248286011,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.65, 'e': 0.0025544981408702158}",30,13,34.814543455424385,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.65, 'e': 0.0025289531594615135}",30,19,20.62927997802468,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.65, 'e': 0.0025036636278668984}",20,0,29.272354522726193,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
597,False,"{'a': 0.65, 'e': 0.0024786269915882293}",20,8,20.058021380898396,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.65, 'e': 0.002453840721672347}",20,14,11.369039825048876,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.65, 'e': 0.0024293023144556234}",20,8,19.163238882105475,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.65, 'e': 0.0024050092913110673}",20,13,14.24886661994992,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.65, 'e': 0.0023809591983979567}",25,11,26.595579719389434,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.65, 'e': 0.002357149606413977}",35,19,28.174481449642705,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.65, 'e': 0.002333578110349837}",20,8,18.840722632709237,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.65, 'e': 0.0023102423292463386}",25,14,23.658108798666657,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.65, 'e': 0.0022871399059538754}",30,7,34.45505570900853,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.65, 'e': 0.0022642685068943367}",25,8,32.29626345465419,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.65, 'e': 0.002241625821825393}",20,12,14.376189633510068,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.65, 'e': 0.0022192095636071395}",20,3,28.733060410889653,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.65, 'e': 0.002197017467971068}",25,13,21.36160411378237,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.65, 'e': 0.002175047293291357}",20,8,23.75305932860752,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.65, 'e': 0.002153296820358444}",30,8,43.215750489866224,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.65, 'e': 0.0021317638521548593}",25,7,33.59669381638337,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.65, 'e': 0.0021104462136333105}",25,7,25.844252429231833,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.65, 'e': 0.0020893417514969773}",20,6,28.39344146685105,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.65, 'e': 0.0020684483339820075}",30,0,43.87421765169996,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.65, 'e': 0.0020477638506421875}",30,18,23.22010719422569,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.65, 'e': 0.0020272862121357657}",25,11,22.89017855458374,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.65, 'e': 0.002007013350014408}",20,12,14.07044639163563,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.65, 'e': 0.0019869432165142637}",25,7,27.163716899221896,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.65, 'e': 0.001967073784349121}",25,17,16.88759955587016,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.65, 'e': 0.00194740304650563}",30,6,37.70827762078966,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.65, 'e': 0.0019279290160405737}",20,14,11.622166259244898,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.65, 'e': 0.001908649725880168}",20,13,12.545759150201977,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.65, 'e': 0.0018895632286213661}",30,16,25.69803860653217,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.65, 'e': 0.0018706675963351526}",25,17,15.109950896080637,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.65, 'e': 0.001851960920371801}",25,15,18.45665281235589,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.65, 'e': 0.001833441311168083}",20,10,13.854512559301746,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.65, 'e': 0.0018151068980564022}",25,0,40.77862377876023,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
629,False,"{'a': 0.65, 'e': 0.001796955829075838}",25,11,25.835104825361306,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.65, 'e': 0.0017789862707850797}",25,14,21.07348346785553,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.65, 'e': 0.001761196408077229}",25,16,17.01447774330117,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.65, 'e': 0.0017435844439964566}",30,18,23.243497678780535,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.65, 'e': 0.001726148599556492}",20,12,15.376277842153609,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.65, 'e': 0.001708887113560927}",30,21,16.871412840121607,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.65, 'e': 0.0016917982424253177}",25,10,28.407107844306438,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.65, 'e': 0.0016748802600010646}",25,8,32.81253869118882,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.65, 'e': 0.0016581314574010539}",30,3,44.003103461912346,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.65, 'e': 0.0016415501428270432}",35,18,32.57840085370112,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.65, 'e': 0.001625134641398773}",20,16,8.806116291741825,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.65, 'e': 0.001608883294984785}",20,7,26.685200466351702,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.65, 'e': 0.0015927944620349372}",25,14,20.54755406506084,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.65, 'e': 0.0015768665174145879}",25,17,16.338146878038724,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.65, 'e': 0.001561097852240442}",20,3,25.203232775662542,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.65, 'e': 0.0015454868737180376}",20,10,17.35110930693473,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.65, 'e': 0.0015300320049808573}",25,11,20.022511108550617,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.65, 'e': 0.0015147316849310486}",25,0,40.12201782161471,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.65, 'e': 0.001499584368081738}",25,13,24.88855214869055,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.65, 'e': 0.0014845885244009207}",25,2,43.54923190313925,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.65, 'e': 0.0014697426391569114}",25,12,20.196326210602,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.65, 'e': 0.0014550452127653423}",25,16,17.544286962809377,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.65, 'e': 0.001440494760637689}",20,9,20.614389777449908,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.65, 'e': 0.001426089813031312}",30,18,21.072843334950626,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.65, 'e': 0.0014118289149009989}",25,11,24.154241301235803,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.65, 'e': 0.0013977106257519888}",20,16,9.940934842383776,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.65, 'e': 0.001383733519494469}",20,13,9.250389716657146,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.65, 'e': 0.0013698961842995242}",30,4,43.7129472281541,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.65, 'e': 0.001356197222456529}",20,2,26.38655498969504,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.65, 'e': 0.0013426352502319636}",20,0,28.50336471764283,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
659,False,"{'a': 0.65, 'e': 0.001329208897729644}",25,0,41.33329503767899,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
660,False,"{'a': 0.65, 'e': 0.0013159168087523475}",20,2,29.851090737510074,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.65, 'e': 0.0013027576406648242}",25,10,26.720011543129473,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.65, 'e': 0.0012897300642581758}",30,16,29.267108361672726,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.65, 'e': 0.001276832763615594}",25,14,19.42967688297476,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.65, 'e': 0.0012640644359794382}",25,12,21.85066034731016,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
